timestamp,src_ip,dst_ip,protocol,length
2026-06-03 17:59:59.281258,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.283891,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.299619,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.302381,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.304596,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.309492,192.168.1.21,172.64.155.209,TCP,165
2026-06-03 17:59:59.311231,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.312985,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.314867,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.316424,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.318141,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.319592,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.321863,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.325240,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.326765,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.328185,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.331680,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.334251,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.337662,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.343057,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.345676,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.348166,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.361220,192.168.1.21,172.64.155.209,TCP,1146
2026-06-03 17:59:59.364006,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.366786,192.168.1.21,172.64.155.209,TCP,77
2026-06-03 17:59:59.368888,172.64.155.209,192.168.1.21,TCP,484
2026-06-03 17:59:59.371109,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.374732,172.64.155.209,192.168.1.21,TCP,112
2026-06-03 17:59:59.376998,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.378490,172.64.155.209,192.168.1.21,TCP,97
2026-06-03 17:59:59.380064,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.381474,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.382836,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.384590,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.386177,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.390556,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.394185,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.397732,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.400018,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.402167,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.412074,192.168.1.21,172.64.155.209,TCP,788
2026-06-03 17:59:59.413793,192.168.1.21,172.64.155.209,TCP,97
2026-06-03 17:59:59.415189,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.416579,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.418050,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.421417,172.64.155.209,192.168.1.21,TCP,2043
2026-06-03 17:59:59.427558,172.64.155.209,192.168.1.21,TCP,2842
2026-06-03 17:59:59.429070,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.432454,172.64.155.209,192.168.1.21,TCP,2842
2026-06-03 17:59:59.434056,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.437854,172.64.155.209,192.168.1.21,TCP,2842
2026-06-03 17:59:59.441699,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.445153,172.64.155.209,192.168.1.21,TCP,2842
2026-06-03 17:59:59.446651,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.460080,172.64.155.209,192.168.1.21,TCP,1055
2026-06-03 17:59:59.463022,172.64.155.209,192.168.1.21,TCP,1806
2026-06-03 17:59:59.464703,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.466415,172.64.155.209,192.168.1.21,TCP,144
2026-06-03 17:59:59.470348,172.64.155.209,192.168.1.21,TCP,2842
2026-06-03 17:59:59.473056,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.476995,172.64.155.209,192.168.1.21,TCP,2842
2026-06-03 17:59:59.478351,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.481313,172.64.155.209,192.168.1.21,TCP,2842
2026-06-03 17:59:59.482960,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.486262,172.64.155.209,192.168.1.21,TCP,2842
2026-06-03 17:59:59.488931,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.493466,172.64.155.209,192.168.1.21,TCP,2842
2026-06-03 17:59:59.495237,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.512364,172.64.155.209,192.168.1.21,TCP,2842
2026-06-03 17:59:59.514093,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.516278,172.64.155.209,192.168.1.21,TCP,1454
2026-06-03 17:59:59.518496,172.64.155.209,192.168.1.21,TCP,1454
2026-06-03 17:59:59.520251,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.526874,172.64.155.209,192.168.1.21,TCP,2842
2026-06-03 17:59:59.528774,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.531895,172.64.155.209,192.168.1.21,TCP,2842
2026-06-03 17:59:59.533324,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.537904,172.64.155.209,192.168.1.21,TCP,2842
2026-06-03 17:59:59.540236,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.544189,172.64.155.209,192.168.1.21,TCP,2842
2026-06-03 17:59:59.545696,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.564682,172.64.155.209,192.168.1.21,TCP,2842
2026-06-03 17:59:59.566524,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.570578,172.64.155.209,192.168.1.21,TCP,2842
2026-06-03 17:59:59.572856,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.580445,172.64.155.209,192.168.1.21,TCP,1537
2026-06-03 17:59:59.582180,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.584053,172.64.155.209,192.168.1.21,TCP,514
2026-06-03 17:59:59.585907,172.64.155.209,192.168.1.21,TCP,143
2026-06-03 17:59:59.588281,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.592053,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.595086,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.597280,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.599473,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.601797,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.604842,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.609383,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.620645,192.168.1.21,172.64.155.209,TCP,1175
2026-06-03 17:59:59.624471,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.627441,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.629717,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.632452,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.635022,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.645073,192.168.1.21,172.64.155.209,TCP,858
2026-06-03 17:59:59.646665,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.648230,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.649766,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.651220,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.653226,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.655545,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.660669,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.663111,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.665313,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.667462,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.670108,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.673845,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.677293,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.679500,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.681749,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.683884,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.685356,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.688893,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.705627,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.709318,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 17:59:59.713666,192.168.1.21,172.64.155.209,TCP,1398
2026-06-03 17:59:59.715242,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.716789,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.718305,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.720197,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.723045,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.726477,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 17:59:59.729241,172.64.155.209,192.168.1.21,TCP,1713
2026-06-03 17:59:59.731094,172.64.155.209,192.168.1.21,TCP,112
2026-06-03 17:59:59.732788,172.64.155.209,192.168.1.21,TCP,97
2026-06-03 17:59:59.734283,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.735992,172.64.155.209,192.168.1.21,TCP,97
2026-06-03 17:59:59.739647,192.168.1.21,172.64.155.209,TCP,78
2026-06-03 17:59:59.743835,172.64.155.209,192.168.1.21,TCP,2048
2026-06-03 17:59:59.745481,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.748318,172.64.155.209,192.168.1.21,TCP,2002
2026-06-03 17:59:59.749965,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.751465,172.64.155.209,192.168.1.21,TCP,97
2026-06-03 17:59:59.753337,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 17:59:59.756111,172.64.155.209,192.168.1.21,TCP,97
2026-06-03 17:59:59.758134,192.168.1.21,172.64.155.209,TCP,78
2026-06-03 18:00:00.134265,172.64.155.209,192.168.1.21,TCP,2842
2026-06-03 18:00:00.139680,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:00.155096,172.64.155.209,192.168.1.21,TCP,331
2026-06-03 18:00:00.163800,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:00.171096,172.64.155.209,192.168.1.21,TCP,685
2026-06-03 18:00:00.178700,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:00.188838,172.64.155.209,192.168.1.21,TCP,685
2026-06-03 18:00:00.198309,192.168.1.21,172.64.155.209,TCP,78
2026-06-03 18:00:00.209496,172.64.155.209,192.168.1.21,TCP,2219
2026-06-03 18:00:00.216220,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:00.227354,172.64.155.209,192.168.1.21,TCP,2046
2026-06-03 18:00:00.233471,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:00.378931,172.64.155.209,192.168.1.21,TCP,294
2026-06-03 18:00:00.381159,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:00.383104,172.64.155.209,192.168.1.21,TCP,295
2026-06-03 18:00:00.384839,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:00.388135,172.64.155.209,192.168.1.21,TCP,190
2026-06-03 18:00:00.389996,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:00.392728,172.64.155.209,192.168.1.21,TCP,190
2026-06-03 18:00:00.394944,192.168.1.21,172.64.155.209,TCP,78
2026-06-03 18:00:00.397198,172.64.155.209,192.168.1.21,TCP,142
2026-06-03 18:00:00.399092,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:00.402422,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.406566,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.410168,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.413028,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.415710,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.418135,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.422012,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.426278,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.429138,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.431474,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.433294,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.435197,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.437708,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.441302,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.444588,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.462827,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.465840,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.468716,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.476119,192.168.1.21,172.64.155.209,TCP,500
2026-06-03 18:00:00.478730,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.480275,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.482473,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.485436,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.488274,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.490917,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.493760,172.64.155.209,192.168.1.21,TCP,182
2026-06-03 18:00:00.496197,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:00.639503,172.64.155.209,192.168.1.21,TCP,1761
2026-06-03 18:00:00.644344,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:00.649080,172.64.155.209,192.168.1.21,TCP,112
2026-06-03 18:00:00.653403,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:00.658465,172.64.155.209,192.168.1.21,TCP,97
2026-06-03 18:00:00.662915,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:00.670751,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.677313,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.683635,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.689969,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.696691,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.702939,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.727214,192.168.1.21,172.64.155.209,TCP,1149
2026-06-03 18:00:00.733559,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.742820,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.754706,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.760645,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.765587,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.770282,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.774253,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.778001,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.781245,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.794578,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:00.798243,192.168.1.21,172.64.155.209,TCP,789
2026-06-03 18:00:00.800021,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.802053,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.804362,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.807527,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.810029,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.811851,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.813483,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.815132,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.816836,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.818971,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.821192,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:00.823849,172.64.155.209,192.168.1.21,TCP,428
2026-06-03 18:00:00.825900,172.64.155.209,192.168.1.21,TCP,113
2026-06-03 18:00:00.827526,172.64.155.209,192.168.1.21,TCP,97
2026-06-03 18:00:00.829066,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:00.830942,172.64.155.209,192.168.1.21,TCP,578
2026-06-03 18:00:00.832534,172.64.155.209,192.168.1.21,TCP,113
2026-06-03 18:00:00.834065,172.64.155.209,192.168.1.21,TCP,97
2026-06-03 18:00:00.836005,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:00.895148,172.64.155.209,192.168.1.21,TCP,166
2026-06-03 18:00:00.901335,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:00.906349,172.64.155.209,192.168.1.21,TCP,150
2026-06-03 18:00:00.911141,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:01.148696,172.64.155.209,192.168.1.21,TCP,198
2026-06-03 18:00:01.154334,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:01.406847,172.64.155.209,192.168.1.21,TCP,190
2026-06-03 18:00:01.411842,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:01.660509,172.64.155.209,192.168.1.21,TCP,182
2026-06-03 18:00:01.664829,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:01.917687,172.64.155.209,192.168.1.21,TCP,150
2026-06-03 18:00:01.922130,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:02.172238,172.64.155.209,192.168.1.21,TCP,198
2026-06-03 18:00:02.176968,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:02.181465,172.64.155.209,192.168.1.21,TCP,166
2026-06-03 18:00:02.186185,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:02.432241,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:02.438922,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:02.445488,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:02.452398,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:02.458898,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:02.465242,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:02.471225,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:02.477766,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:02.483659,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:02.490132,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:02.496219,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:02.500920,172.64.155.209,192.168.1.21,TCP,174
2026-06-03 18:00:02.505090,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:02.509187,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:02.513697,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:02.517754,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:02.521607,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:02.525965,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:02.530093,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:02.533904,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:02.559881,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:02.563857,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:02.566795,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:02.571956,192.168.1.21,172.64.155.209,TCP,500
2026-06-03 18:00:02.574161,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:02.575636,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:02.577088,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:02.578525,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:02.581161,172.64.155.209,192.168.1.21,TCP,1777
2026-06-03 18:00:02.583095,172.64.155.209,192.168.1.21,TCP,143
2026-06-03 18:00:02.584801,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:02.942249,172.64.155.209,192.168.1.21,TCP,158
2026-06-03 18:00:02.946818,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:02.951437,172.64.155.209,192.168.1.21,TCP,174
2026-06-03 18:00:02.955741,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:03.204748,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:03.211620,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:03.222025,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:03.227967,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:03.231714,192.168.1.21,172.64.155.209,TCP,1454
2026-06-03 18:00:03.247122,192.168.1.21,172.64.155.209,TCP,768
2026-06-03 18:00:03.249615,192.168.1.21,172.64.155.209,TCP,499
2026-06-03 18:00:03.252189,172.64.155.209,192.168.1.21,TCP,182
2026-06-03 18:00:03.255666,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:03.257600,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:03.259251,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:03.260906,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:03.262483,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:03.264249,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:03.265879,172.64.155.209,192.168.1.21,TCP,66
2026-06-03 18:00:03.457312,172.64.155.209,192.168.1.21,TCP,446
2026-06-03 18:00:03.464880,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:03.471494,172.64.155.209,192.168.1.21,TCP,113
2026-06-03 18:00:03.479100,192.168.1.21,172.64.155.209,TCP,66
2026-06-03 18:00:03.486696,172.64.155.209,192.168.1.21,TCP,97
